word;category;mean Happiness;mean Anger;mean Sadness;mean Fear;mean Disgust;H;A;S;F;D;N;min distance;category;;emotions
litoœæ;U;2.000;2.815;4.111;2.815;2.333;7.417;7.000;5.532;6.944;7.454;5.517;5.517;N;;
litr;U;3.115;1.462;1.423;2.038;1.577;4.855;6.890;6.906;6.283;6.741;3.090;3.090;N;;
lizak;H;4.889;1.222;1.333;1.185;1.037;2.441;7.175;7.076;7.201;7.337;4.041;2.441;H;;
loch;U;1.385;3.077;3.962;4.923;4.038;8.978;8.117;7.419;6.436;7.262;6.662;6.436;F;;
logiczny;U;4.038;1.769;1.423;1.462;1.385;3.783;6.761;7.077;7.053;7.106;3.665;3.665;N;;
logika;U;3.852;1.556;1.556;1.556;1.519;3.750;6.732;6.708;6.718;6.759;3.547;3.547;N;;
lojalny;H;5.852;1.185;1.185;1.593;1.148;1.731;7.802;7.793;7.458;7.826;5.095;1.731;H;;
lokalizacja;N;1.808;1.154;1.192;1.269;1.231;5.383;6.221;6.180;6.079;6.140;1.146;1.146;N;;
los;U;2.808;1.962;2.577;2.846;1.500;5.845;6.919;6.226;6.058;7.309;4.088;4.088;N;;
loteria;U;4.000;2.148;1.704;2.370;1.519;4.352;6.507;6.915;6.259;6.986;4.226;4.226;N;;
lotnisko;U;3.926;1.259;1.704;2.704;1.037;4.263;7.200;6.772;5.785;7.387;3.954;3.954;N;;
lotos;U;3.615;1.269;1.500;1.269;1.269;3.855;6.804;6.577;6.812;6.801;3.068;3.068;N;;
lotto;U;4.115;2.346;2.000;1.731;1.808;4.437;6.811;7.141;7.271;7.207;4.597;4.437;H;;
lód;U;3.462;1.615;2.000;2.269;1.385;4.521;6.961;6.523;6.293;7.136;4.158;4.158;N;;
lœniæ;U;3.846;1.308;1.192;1.308;1.115;3.538;6.722;6.817;6.704;6.876;3.033;3.033;N;;
lubiæ;H;5.923;1.462;1.500;1.385;1.077;1.752;7.658;7.625;7.722;7.970;5.281;1.752;H;;
ludobójstwo;U;1.075;5.283;5.623;5.472;5.623;11.274;8.788;8.445;8.669;8.548;9.494;8.445;S;;
ludzie;U;3.704;2.741;2.037;2.852;1.889;5.197;6.432;7.048;6.268;7.175;4.634;4.634;N;;
ludzki;U;3.654;1.462;1.923;1.654;1.346;4.226;6.853;6.349;6.668;6.888;3.480;3.480;N;;
lufcik;N;2.308;1.385;1.308;1.462;1.423;5.042;6.152;6.210;6.069;6.082;1.926;1.926;N;;
lukratywny;N;2.962;1.577;1.346;1.500;1.308;4.577;6.299;6.546;6.425;6.579;2.465;2.465;N;;
luksusowy;U;5.269;1.885;1.769;1.538;1.692;2.979;7.323;7.358;7.579;7.429;5.036;2.979;H;;
lupa;N;2.778;1.296;1.333;1.296;1.148;4.513;6.347;6.303;6.345;6.488;2.063;2.063;N;;
lustro;U;3.231;2.154;2.192;2.077;1.615;4.910;6.356;6.312;6.464;6.899;3.727;3.727;N;;
lustrowaæ;U;1.667;3.074;2.074;2.963;2.370;7.076;5.879;6.814;5.960;6.619;3.910;3.910;N;;
³abêdzi;U;3.667;1.222;1.741;1.444;1.222;3.958;6.883;6.320;6.718;6.851;3.243;3.243;N;;
³aciñski;U;2.269;1.692;1.731;1.462;1.615;5.357;6.112;6.118;6.383;6.194;2.512;2.512;N;;
³ad;U;3.962;1.346;1.231;1.500;1.231;3.442;6.739;6.839;6.575;6.783;3.485;3.442;H;;
³adny;H;5.741;1.556;1.556;1.481;1.444;2.303;7.635;7.583;7.687;7.731;5.232;2.303;H;;
³adunek;U;1.846;1.385;1.385;2.231;1.308;5.721;6.336;6.342;5.288;6.416;2.144;2.144;N;;
³agodny;U;4.423;1.385;1.654;1.077;1.346;3.182;6.873;6.711;7.191;6.919;3.863;3.182;H;;
³agodziæ;H;5.000;1.308;1.308;1.308;1.115;2.344;7.153;7.150;7.149;7.317;4.201;2.344;H;;
³ajdak;U;1.185;4.815;3.852;3.889;4.815;9.569;7.049;7.860;7.764;6.920;7.335;6.920;D;;
³akn¹æ;U;2.731;1.462;1.885;1.654;1.769;4.913;6.412;5.950;6.234;6.105;3.015;3.015;N;;
³amaæ;U;2.038;3.077;2.923;4.154;2.692;7.428;6.756;7.023;5.879;7.252;5.567;5.567;N;;
³añcuch;F;1.385;2.231;2.462;3.692;2.154;7.288;6.617;6.397;4.968;6.671;4.007;4.007;N;;
³apa;U;3.308;1.577;1.423;1.654;1.500;4.383;6.594;6.737;6.554;6.664;3.100;3.100;N;;
³apaæ;U;3.074;2.111;1.444;2.333;1.630;4.898;6.243;6.863;5.974;6.713;3.600;3.600;N;;
³aska;U;3.808;2.346;1.962;2.038;2.154;4.746;6.957;7.406;7.312;7.222;5.061;4.746;H;;
³azienka;U;3.308;1.154;1.154;1.423;1.385;4.021;6.630;6.616;6.335;6.403;2.632;2.632;N;;
£azienki;U;4.704;1.111;1.259;1.074;1.222;2.606;7.253;7.123;7.290;7.135;3.878;2.606;H;;
³¹czyæ;U;3.815;1.667;1.926;1.778;1.667;4.161;6.728;6.477;6.616;6.694;3.629;3.629;N;;
³¹ka;H;5.462;1.077;1.231;1.154;1.231;1.933;7.619;7.503;7.536;7.484;4.624;1.933;H;;
³gaæ;U;1.115;4.577;3.500;2.731;5.038;9.170;6.656;7.705;8.216;6.137;6.700;6.137;D;;
³opian;N;2.346;1.269;1.269;1.269;1.346;4.920;6.308;6.294;6.302;6.226;1.748;1.748;N;;
³oœ;U;4.077;1.462;1.538;2.000;1.308;3.847;6.953;6.912;6.460;7.098;3.813;3.813;N;;
³otr;U;1.385;3.577;3.115;3.731;3.269;8.216;6.623;7.034;6.368;6.870;5.552;5.552;N;;
³ódŸ;U;3.731;1.154;1.577;2.269;1.269;4.027;7.190;6.779;6.044;7.044;3.819;3.819;N;;
³ó¿ko;H;5.269;1.192;1.692;1.577;1.192;2.489;7.613;7.202;7.289;7.617;4.745;2.489;H;;
³uk;U;2.654;1.577;1.346;2.308;1.308;5.044;6.473;6.677;5.579;6.752;3.025;3.025;N;;
³y¿ka;N;2.444;1.370;1.259;1.185;1.074;4.808;6.150;6.274;6.338;6.436;1.731;1.731;N;;
³za;S;1.852;2.741;5.074;3.444;1.815;7.848;7.360;4.833;6.696;8.066;5.818;4.833;S;;
maczuga;U;2.370;2.185;1.333;2.593;1.259;5.798;5.947;6.857;5.586;6.923;3.215;3.215;N;;
Madonna;U;3.385;1.769;1.731;1.577;1.423;4.257;6.505;6.586;6.609;6.884;3.559;3.559;N;;
mafia;U;1.231;3.577;3.077;4.846;3.115;8.774;7.203;7.699;5.828;7.484;6.203;5.828;F;;
magazynowaæ;U;2.269;2.038;1.962;1.923;1.769;5.745;6.276;6.372;6.438;6.580;3.052;3.052;N;;
magia;U;4.192;1.654;1.731;2.885;1.731;4.154;7.610;7.558;6.411;7.530;4.951;4.154;H;;
magiczny;U;4.962;1.231;1.308;2.077;1.308;2.853;7.418;7.361;6.665;7.352;4.426;2.853;H;;
magik;U;3.577;1.385;1.654;2.077;1.538;4.327;6.953;6.757;6.391;6.840;3.665;3.665;N;;
magma;F;1.846;1.385;1.500;2.615;1.692;6.078;6.577;6.443;5.286;6.328;2.655;2.655;N;;
magnes;N;2.192;1.346;1.115;1.115;1.038;4.956;6.048;6.301;6.298;6.370;1.396;1.396;N;;
maj;H;5.577;1.308;1.923;1.346;1.308;2.240;7.738;7.212;7.693;7.723;5.127;2.240;H;;
majêtny;U;4.385;2.192;2.269;2.692;2.000;4.662;7.223;7.195;6.869;7.387;5.174;4.662;H;;
makabryczny;U;1.269;2.654;3.615;4.538;3.885;8.767;7.849;6.937;6.150;6.779;6.086;6.086;N;;
makaron;U;4.370;1.222;1.111;1.148;1.037;2.816;6.912;7.008;6.987;7.076;3.469;2.816;H;;
makler;U;2.519;2.111;1.593;2.370;1.667;5.479;6.102;6.622;5.833;6.551;3.288;3.288;N;;
makowy;N;3.154;1.115;1.115;1.154;1.115;3.939;6.528;6.528;6.473;6.517;2.301;2.301;N;;
maksimum;U;4.519;1.815;1.667;1.889;1.593;3.658;7.123;7.261;7.064;7.335;4.309;3.658;H;;
maksymalny;U;4.231;1.885;1.538;2.000;1.577;4.115;6.938;7.198;6.803;7.187;3.953;3.953;N;;
makulatura;N;2.000;1.593;1.222;1.333;1.444;5.423;5.879;6.280;6.208;6.106;1.701;1.701;N;;
malaria;U;1.231;3.462;4.346;5.346;5.038;9.903;8.650;7.948;7.031;7.380;7.744;7.031;F;;
malarz;U;3.370;1.556;1.815;1.259;1.296;4.198;6.456;6.196;6.750;6.712;3.060;3.060;N;;
malinowy;H;4.923;1.077;1.231;1.077;1.192;2.252;7.262;7.101;7.262;7.157;4.041;2.252;H;;
malkontent;A;1.462;2.846;1.923;1.692;2.231;6.775;5.272;6.344;6.549;6.031;3.098;3.098;N;;
malowaæ;U;4.654;1.500;1.731;1.308;1.269;3.312;7.068;6.927;7.265;7.271;4.078;3.312;H;;
ma³omówny;U;1.704;2.704;3.000;2.741;1.667;6.922;6.080;5.821;6.010;7.042;4.152;4.152;N;;
ma³pa;U;3.407;1.370;1.185;1.963;1.778;4.384;6.869;7.057;6.371;6.555;3.370;3.370;N;;
ma³y;U;2.538;1.577;1.769;1.500;1.385;5.036;6.250;5.944;6.309;6.429;2.599;2.599;N;;
ma³¿eñski;U;4.731;1.731;2.000;2.115;1.308;3.397;7.086;6.835;6.779;7.434;4.688;3.397;H;;
ma³¿onek;U;5.269;1.885;2.000;2.038;1.577;3.269;7.393;7.160;7.301;7.603;5.324;3.269;H;;
mama;H;6.333;1.741;2.037;1.630;1.148;2.169;7.884;7.682;7.974;8.338;5.888;2.169;H;;
mamrotaæ;A;1.423;2.962;2.308;2.308;1.923;6.795;5.380;6.111;6.149;6.506;3.446;3.446;N;;
mamusia;U;5.308;2.192;1.846;1.269;1.192;2.654;6.826;7.212;7.736;7.778;5.144;2.654;H;;
manager;U;3.296;2.148;1.963;2.185;1.630;4.924;6.457;6.614;6.333;6.872;3.769;3.769;N;;
mango;U;4.731;1.385;1.192;1.231;1.192;2.630;7.079;7.248;7.204;7.246;3.964;2.630;H;;
maniakalny;F;1.731;2.500;2.192;4.154;2.769;7.169;6.735;6.952;4.983;6.522;4.871;4.871;N;;
manko;U;1.385;2.269;2.269;2.038;1.846;6.755;6.043;6.085;6.238;6.443;2.709;2.709;N;;
manowce;U;1.962;3.346;2.846;3.308;2.192;7.199;6.416;6.864;6.408;7.431;5.103;5.103;N;;
mapa;U;3.846;1.500;1.462;1.692;1.231;3.968;6.858;6.899;6.690;7.082;3.395;3.395;N;;
marchwiowy;U;3.231;1.192;1.115;1.154;1.538;4.051;6.660;6.721;6.691;6.268;2.692;2.692;N;;
marka;N;2.231;1.538;1.308;1.231;1.615;5.171;6.201;6.416;6.458;6.136;2.106;2.106;N;;
marksista;U;1.308;2.346;1.692;1.923;2.577;6.765;5.791;6.458;6.222;5.569;2.698;2.698;N;;
marny;S;1.154;2.423;3.538;1.923;2.808;7.440;6.432;5.228;6.887;6.003;4.289;4.289;N;;
martwiæ;U;1.346;3.154;5.154;4.500;2.385;8.785;7.598;5.609;6.428;8.158;6.454;5.609;S;;
martwy;U;1.269;2.846;5.462;5.115;3.538;9.584;8.583;6.384;6.729;8.141;7.396;6.384;S;;
marzyæ;U;5.630;1.370;2.037;1.778;1.037;2.820;7.859;7.263;7.540;8.106;5.286;2.820;H;;
masa;U;1.962;2.115;2.038;1.731;2.385;6.194;6.411;6.427;6.736;6.162;3.073;3.073;N;;
masakra;U;1.192;4.231;4.308;4.808;3.462;9.308;7.436;7.335;6.838;7.758;7.104;6.838;F;;
masa¿;H;5.500;1.192;1.077;1.192;1.192;1.811;7.498;7.606;7.507;7.504;4.609;1.811;H;;
maska;U;2.111;2.444;2.037;2.741;1.963;6.365;6.151;6.567;5.799;6.574;3.563;3.563;N;;
maskowaæ;U;1.704;2.667;2.481;2.148;2.259;6.627;5.791;6.030;6.330;6.289;3.616;3.616;N;;
masywny;N;2.077;1.769;1.577;1.808;1.769;5.712;6.167;6.382;6.135;6.143;2.484;2.484;N;;
maszkara;U;1.370;2.407;3.000;3.222;3.926;7.978;7.383;6.728;6.621;5.715;5.280;5.280;N;;
maœæ;U;2.308;1.692;1.808;1.885;2.231;5.518;6.266;6.166;6.108;5.725;2.944;2.944;N;;
maœlany;U;3.000;1.500;1.231;1.231;2.192;4.828;6.773;6.955;6.955;5.899;3.233;3.233;N;;
mata;N;2.926;1.296;1.185;1.444;1.185;4.457;6.501;6.600;6.361;6.594;2.239;2.239;N;;
materac;U;3.615;1.423;1.654;1.423;1.615;4.137;6.848;6.704;6.880;6.631;3.372;3.372;N;;
matka;U;5.077;1.769;2.192;2.077;1.192;3.410;7.384;7.108;7.230;7.825;5.199;3.410;H;;
matowy;U;2.815;1.444;1.704;1.370;1.519;4.739;6.548;6.243;6.618;6.449;2.703;2.703;N;;
matura;U;4.074;2.815;2.630;4.074;2.185;6.025;7.593;7.755;6.431;8.070;6.132;6.025;H;;
m¹droœæ;U;4.615;1.462;2.115;1.692;1.423;3.530;7.534;6.937;7.341;7.563;4.655;3.530;H;;
md³oœci;U;1.192;3.000;3.500;4.308;4.654;8.917;7.692;7.312;6.620;6.109;6.484;6.109;D;;
mech;U;3.296;1.333;1.519;1.333;1.593;4.260;6.639;6.479;6.671;6.393;2.882;2.882;N;;
mechaniczny;U;2.222;1.630;1.778;2.407;1.778;5.666;6.443;6.276;5.580;6.285;2.781;2.781;N;;
medal;H;5.538;1.500;1.346;1.115;1.000;1.989;7.383;7.497;7.692;7.783;4.758;1.989;H;;
medyczny;U;2.500;2.077;1.923;3.385;2.538;6.346;7.002;7.148;5.747;6.626;4.522;4.522;N;;
mefisto;U;1.846;2.192;2.192;2.923;2.346;6.825;6.845;6.833;6.103;6.694;3.594;3.594;N;;
melancholia;S;1.885;2.462;5.000;3.038;1.885;7.736;7.374;4.679;6.916;7.836;5.577;4.679;S;;
melodramat;S;2.148;2.185;3.667;2.222;1.963;6.633;6.749;4.987;6.772;6.958;4.483;4.483;N;;
melodyjny;H;5.231;1.154;1.538;1.000;1.000;2.192;7.449;7.130;7.569;7.569;4.385;2.192;H;;
melon;U;4.346;1.423;1.231;1.154;1.077;3.154;7.001;7.136;7.200;7.261;3.624;3.154;H;;
mentor;U;3.923;1.654;1.731;1.808;1.654;3.921;6.822;6.795;6.707;6.826;3.973;3.921;H;;
metalowy;N;1.731;1.769;1.769;1.962;1.577;6.100;6.201;6.174;5.980;6.326;2.236;2.236;N;;
metoda;U;2.808;1.731;1.538;1.923;1.462;4.913;6.357;6.572;6.195;6.609;2.867;2.867;N;;
metr;N;1.692;1.154;1.154;1.154;1.077;5.499;6.129;6.125;6.121;6.203;0.828;0.828;N;;
mewa;U;3.692;1.846;2.000;1.423;1.462;4.405;6.586;6.386;6.927;6.926;3.638;3.638;N;;
mêczarnia;U;1.000;4.231;4.769;4.654;3.538;9.588;7.230;6.869;7.023;7.895;7.257;6.869;S;;
mêczyæ;U;1.741;3.519;3.222;2.741;2.778;7.414;6.045;6.352;6.831;6.790;4.959;4.959;N;;
mêka;U;1.077;3.538;4.615;4.308;3.462;9.166;7.501;6.550;6.878;7.586;6.587;6.550;S;;
mê¿czyzna;U;4.654;2.538;2.962;2.808;1.462;4.958;7.404;7.097;7.196;8.175;5.459;4.958;H;;
mglisty;U;2.444;2.000;2.519;3.000;1.741;6.181;6.761;6.265;5.712;7.025;4.093;4.093;N;;
mg³a;U;1.808;2.192;3.308;3.346;2.000;7.096;6.840;5.854;5.778;7.008;4.486;4.486;N;;
miecz;U;3.037;2.444;1.963;2.778;2.111;5.432;6.485;6.985;6.190;6.884;4.577;4.577;N;;
miedziany;N;2.346;1.385;1.423;1.423;1.462;5.174;6.353;6.323;6.299;6.223;1.991;1.991;N;;
miejsce;U;3.481;1.556;1.481;1.778;1.407;4.187;6.514;6.608;6.311;6.672;3.135;3.135;N;;
miesi¹c;N;2.519;1.667;1.741;1.667;1.259;5.226;6.215;6.199;6.195;6.605;2.437;2.437;N;;
mieszkaæ;U;4.889;1.519;1.519;1.704;1.000;2.820;7.102;7.115;6.936;7.521;4.240;2.820;H;;
mieszkanie;U;4.231;1.500;1.692;1.923;1.115;3.726;7.102;6.911;6.756;7.382;3.980;3.726;H;;
miêkki;U;3.462;1.923;1.692;1.692;2.231;4.486;6.799;7.010;6.981;6.429;4.094;4.094;N;;
miêsieñ;U;3.077;1.462;1.308;1.538;1.731;4.573;6.546;6.683;6.504;6.219;2.980;2.980;N;;
miêso;U;3.852;1.481;1.556;1.407;1.852;3.958;6.794;6.719;6.885;6.450;3.555;3.555;N;;
mikrofon;F;2.808;1.423;1.462;2.731;1.692;5.342;6.862;6.826;5.457;6.568;3.231;3.231;N;;
milczeæ;U;2.538;2.385;3.115;2.692;1.731;6.287;6.654;5.918;6.426;7.233;4.273;4.273;N;;
milicja;U;2.077;3.923;3.192;3.462;3.846;8.047;6.917;7.517;7.219;6.995;6.256;6.256;N;;
milion;U;5.154;1.269;1.500;1.808;1.269;2.701;7.586;7.381;7.093;7.544;4.705;2.701;H;;
mi³ostka;U;3.704;1.926;1.815;1.963;1.593;4.250;6.533;6.595;6.459;6.856;3.884;3.884;N;;
mi³oœæ;U;6.192;2.077;2.500;2.808;1.269;3.299;8.371;8.043;7.781;8.856;6.559;3.299;H;;
mi³y;H;5.385;1.385;1.500;1.269;1.269;2.178;7.462;7.331;7.558;7.557;4.805;2.178;H;;
mimika;U;3.154;2.077;1.769;1.846;1.692;4.848;6.238;6.570;6.497;6.655;3.406;3.406;N;;
mimoza;N;1.808;1.769;1.538;1.423;1.577;5.862;5.932;6.220;6.307;6.129;1.996;1.996;N;;
mina;U;3.423;2.462;2.692;2.654;1.923;5.544;6.826;6.604;6.474;7.252;4.570;4.570;N;;
minigolf;U;3.346;1.615;1.192;1.423;1.154;4.067;6.328;6.749;6.538;6.775;2.830;2.830;N;;
minimalny;N;1.852;1.741;1.926;1.815;1.519;5.701;6.002;5.788;5.910;6.202;2.291;2.291;N;;
minimum;U;2.654;2.308;2.192;2.154;1.346;5.542;6.060;6.114;6.221;6.920;3.256;3.256;N;;
miniówka;U;3.815;1.519;1.370;1.407;1.926;3.740;6.797;6.925;6.916;6.316;3.766;3.740;H;;
minister;U;1.889;3.000;1.963;1.926;2.741;6.656;5.653;6.654;6.775;6.018;3.701;3.701;N;;
minus;U;1.444;2.333;2.741;2.222;1.630;6.721;6.154;5.658;6.205;6.747;3.188;3.188;N;;
minuta;U;2.654;2.231;2.038;2.308;1.500;5.752;6.298;6.396;6.190;6.909;3.230;3.230;N;;
miot³a;N;1.769;1.692;1.385;1.231;1.538;5.631;5.790;6.142;6.286;5.970;1.733;1.733;N;;
miód;H;4.808;1.115;1.269;1.154;1.077;2.389;7.281;7.144;7.245;7.309;3.970;2.389;H;;
misja;U;3.962;1.769;1.538;2.769;1.308;4.262;6.842;7.088;5.874;7.270;4.190;4.190;N;;
mistrz;U;5.000;1.556;1.444;1.481;1.407;2.864;7.246;7.342;7.276;7.370;4.451;2.864;H;;
mistyczny;U;3.444;1.444;1.407;2.037;1.296;4.425;6.773;6.818;6.173;6.904;3.233;3.233;N;;
mistyka;U;3.231;1.923;2.231;2.500;2.115;5.595;6.976;6.605;6.438;6.665;4.119;4.119;N;;
miœ;H;5.192;1.077;1.577;1.423;1.000;2.335;7.511;7.094;7.198;7.578;4.434;2.335;H;;
mit;U;2.308;2.038;2.269;1.885;1.577;5.800;6.286;6.097;6.421;6.648;3.076;3.076;N;;
mleczny;U;3.346;1.808;1.538;1.654;1.731;4.494;6.579;6.810;6.677;6.596;3.338;3.338;N;;
m³odzie¿owy;U;3.538;1.846;1.500;1.385;1.308;4.016;6.145;6.594;6.727;6.793;3.405;3.405;N;;
m³otek;U;2.593;2.222;1.481;1.926;1.370;5.351;5.883;6.600;6.199;6.716;2.974;2.974;N;;
mniejszy;U;1.846;1.962;2.115;1.731;1.269;5.947;6.007;5.769;6.224;6.634;2.534;2.534;N;;
mocarstwo;F;2.630;1.852;1.778;3.111;1.852;5.569;6.512;6.569;5.142;6.529;3.726;3.726;N;;
moda;U;2.654;2.577;1.577;1.462;2.423;5.496;5.925;6.915;6.988;6.123;3.696;3.696;N;;
monarcha;U;2.077;2.769;2.423;3.269;2.731;7.105;6.814;7.125;6.269;6.857;4.702;4.702;N;;
monogamiczny;U;3.962;1.577;1.577;2.000;1.308;3.999;6.925;6.952;6.586;7.122;3.747;3.747;N;;
monolog;U;2.269;2.231;2.346;1.885;1.846;6.007;6.115;6.055;6.551;6.529;3.380;3.380;N;;
monopolowy;U;3.000;1.385;1.808;1.385;1.731;4.678;6.662;6.173;6.693;6.271;3.135;3.135;N;;
monotonny;U;1.269;3.538;3.731;2.769;2.538;7.901;5.893;5.574;6.677;6.853;5.196;5.196;N;;
monstrum;U;1.519;2.333;2.407;4.148;3.370;7.787;7.288;7.315;5.652;6.493;5.228;5.228;N;;
montowaæ;U;3.192;2.346;1.500;1.846;2.038;5.080;6.241;6.991;6.688;6.558;3.628;3.628;N;;
moralista;A;1.808;3.615;2.115;2.231;2.577;6.906;5.214;6.830;6.740;6.383;4.145;4.145;N;;
moralny;U;4.308;1.692;1.769;1.846;1.308;3.758;6.927;6.830;6.752;7.234;4.140;3.758;H;;
mord;U;1.259;5.222;5.222;5.259;5.222;10.699;8.355;8.387;8.355;8.353;8.739;8.353;D;;
morderstwo;U;1.222;4.870;5.389;5.981;4.963;10.905;8.835;8.468;7.891;8.745;9.120;7.891;F;;
mordowaæ;U;1.231;5.038;4.808;5.538;5.231;10.647;8.419;8.525;7.945;8.275;8.829;7.945;F;;
morze;U;5.346;1.615;2.269;2.885;1.269;3.758;7.980;7.408;6.954;8.209;5.672;3.758;H;;
most;U;2.923;1.231;1.269;2.385;1.308;4.820;6.800;6.771;5.540;6.723;2.934;2.934;N;;
mot³och;U;1.192;4.115;1.962;3.077;3.769;8.095;5.634;7.590;6.653;5.935;5.322;5.322;N;;
motocykl;U;3.615;1.808;1.615;3.231;1.692;4.930;7.185;7.384;5.788;7.269;4.566;4.566;N;;
motorower;U;3.333;1.741;1.370;1.963;1.556;4.515;6.570;6.846;6.340;6.737;3.303;3.303;N;;
motto;U;3.731;1.615;1.577;1.731;1.577;4.216;6.800;6.866;6.777;6.833;3.570;3.570;N;;
motywowaæ;U;4.962;1.923;1.615;1.923;1.231;3.188;7.026;7.328;7.031;7.625;4.711;3.188;H;;
mowa;U;4.296;2.259;2.000;2.148;1.630;4.390;6.791;7.077;6.927;7.353;4.394;4.390;H;;
moŸdzierz;U;1.538;1.923;2.192;2.615;2.308;6.819;6.576;6.360;5.883;6.273;3.109;3.109;N;;
móc;U;4.923;1.462;1.462;2.000;1.115;3.076;7.339;7.368;6.914;7.598;4.482;3.076;H;;
mól;U;1.154;3.577;2.385;2.462;3.769;8.029;6.113;7.232;7.104;5.881;4.892;4.892;N;;
mówca;U;2.667;1.852;1.593;2.407;1.556;5.365;6.372;6.629;5.689;6.660;3.286;3.286;N;;
mówiæ;U;3.741;1.889;1.704;2.259;1.370;4.415;6.623;6.794;6.186;7.064;3.762;3.762;N;;
mózg;U;4.296;1.444;1.296;2.296;1.519;3.979;7.273;7.408;6.512;7.192;4.155;3.979;H;;
mucha;U;1.346;3.385;1.538;1.731;3.346;7.298;5.589;7.203;7.048;5.612;3.961;3.961;N;;
mumia;F;1.846;1.385;1.500;2.654;2.269;6.123;6.743;6.616;5.395;5.884;2.982;2.982;N;;
mur;U;1.667;2.593;2.185;2.593;1.741;6.598;5.789;6.205;5.771;6.582;3.309;3.309;N;;
murzyn;N;1.692;1.577;1.308;1.462;1.615;5.749;5.960;6.246;6.128;5.959;1.854;1.854;N;;
murzynka;U;3.556;1.667;1.481;1.630;1.704;4.346;6.737;6.923;6.724;6.702;3.437;3.437;N;;
musical;U;3.769;1.769;1.500;1.385;1.538;3.911;6.637;6.946;7.056;6.913;3.677;3.677;N;;
musieæ;A;1.269;3.808;2.538;2.308;2.615;7.512;5.000;6.477;6.614;6.385;4.459;4.459;N;;
muszla;U;3.500;1.269;1.769;1.462;1.269;4.065;6.827;6.346;6.606;6.805;3.135;3.135;N;;
mutacja;U;1.885;2.654;2.192;2.846;2.846;7.204;6.808;7.160;6.549;6.471;4.348;4.348;N;;
muzyk;U;4.769;1.692;2.077;1.115;1.346;3.451;7.133;6.763;7.550;7.407;4.323;3.451;H;;
muzyka;H;6.077;1.654;2.385;1.385;1.231;2.418;7.981;7.387;8.199;8.306;5.810;2.418;H;;
mydliny;U;2.885;1.346;1.615;1.385;2.269;4.831;6.745;6.506;6.730;5.611;3.236;3.236;N;;
myd³o;U;3.462;1.462;1.538;1.346;1.731;4.145;6.654;6.596;6.759;6.397;3.331;3.331;N;;
mysi;U;1.889;2.000;1.926;2.074;2.889;6.432;6.749;6.728;6.663;5.833;3.708;3.708;N;;
mysz;U;2.407;1.852;1.778;2.852;3.370;6.398;7.128;7.191;6.308;5.685;4.295;4.295;N;;
myœl;U;4.038;1.692;2.154;2.077;1.423;4.374;7.093;6.692;6.763;7.332;4.067;4.067;N;;
myœleæ;U;4.741;1.963;1.741;1.667;1.556;3.350;6.823;7.056;7.100;7.192;4.572;3.350;H;;
myœliciel;U;3.231;1.538;2.615;2.038;1.538;5.059;7.020;6.069;6.645;7.001;3.902;3.902;N;;
nabytek;U;4.556;1.667;1.667;1.556;1.444;3.228;7.023;6.999;7.097;7.198;4.325;3.228;H;;
nabywaæ;U;4.500;1.731;1.269;1.808;1.308;3.372;6.831;7.235;6.752;7.183;4.040;3.372;H;;
naci¹gaæ;U;1.852;3.963;2.741;3.037;3.370;7.667;6.095;7.310;7.098;6.753;5.491;5.491;N;;
nacinaæ;U;1.423;2.615;2.615;3.731;2.769;7.577;6.645;6.665;5.506;6.541;4.719;4.719;N;;
naciskaæ;U;1.500;3.846;2.692;3.269;2.731;7.789;5.721;6.983;6.464;6.949;4.970;4.970;N;;
nadawca;N;2.308;1.462;1.538;1.692;1.269;5.274;6.280;6.178;6.032;6.419;2.076;2.076;N;;
nadepn¹æ;A;1.385;3.231;2.615;2.346;2.308;7.186;5.450;6.054;6.437;6.422;4.269;4.269;N;;
nadmorski;U;4.852;1.370;1.704;1.556;1.333;2.922;7.414;7.139;7.261;7.470;4.452;2.922;H;;
nadzieja;U;4.769;1.692;2.654;2.577;1.038;4.162;7.559;6.752;6.786;8.047;5.091;4.162;H;;
nadzorca;U;1.577;2.192;1.769;2.462;2.154;6.591;6.193;6.620;5.903;6.272;3.028;3.028;N;;
nagana;U;1.269;3.423;3.731;3.769;1.769;7.841;6.060;5.833;5.748;7.497;5.112;5.112;N;;
nagi;U;3.154;1.962;2.192;2.654;2.115;5.449;6.964;6.728;6.243;6.682;4.332;4.332;N;;
nagradzaæ;H;5.385;1.308;1.231;1.231;1.000;2.075;7.432;7.473;7.454;7.677;4.609;2.075;H;;
nagranie;U;3.519;1.630;1.407;2.222;1.630;4.364;6.705;6.878;6.115;6.727;3.531;3.531;N;;
nagrywaæ;U;3.038;2.654;1.808;3.423;2.038;6.043;6.516;7.300;5.729;7.082;4.655;4.655;N;;
naiwnoœæ;U;1.500;4.000;3.846;2.808;2.654;8.160;6.272;6.347;7.390;7.447;5.429;5.429;N;;
naiwny;U;1.615;3.423;4.115;3.500;2.769;8.007;6.704;6.064;6.616;7.259;5.802;5.802;N;;
najemca;U;1.962;2.346;2.192;2.385;2.077;6.377;6.181;6.259;6.131;6.396;3.153;3.153;N;;
nalegaæ;A;1.269;4.077;2.308;2.692;2.577;7.734;5.239;7.016;6.613;6.811;4.616;4.616;N;;
nale¿eæ;U;3.538;1.808;1.962;2.538;1.615;4.659;6.725;6.582;6.102;6.913;4.015;4.015;N;;
